domain,problem,name,exit_code,total_time,search_time,solution_time,plan_length
hiking,p02,S_TIME,0,13.5591,13.4698,13.5591,101
hiking,p03,L_TIME,0,,,,
hiking,p03,S_TIME,0,27.4799,27.3715,27.4799,122
hiking,p04,L_TIME,0,,,,
hiking,p04,S_TIME,0,50.0802,49.9522,50.0802,133
hiking,p05,L_TIME,0,,,,
hiking,p05,S_TIME,0,76.6054,76.4355,76.6054,142
hiking,p06,L_TIME,0,,,,
hiking,p06,S_TIME,0,124.044,123.83,124.044,152
hiking,p07,L_TIME,0,,,,
hiking,p07,S_TIME,0,651.795,651.516,651.795,161
hiking,p08,L_TIME,0,,,,
hiking,p08,S_TIME,0,985.138,984.81,985.138,171
hiking,p09,L_TIME,0,,,,
hiking,p09,S_TIME,0,1510.81,1510.39,1510.81,181
hiking,p10,L_TIME,124,,,,
hiking,p10,S_TIME,22,,,,
hiking,p11,L_TIME,124,,,,
hiking,p11,S_TIME,124,,,,
hiking,p12,L_TIME,124,,,,
hiking,p12,S_TIME,124,,,,
hiking,p13,L_TIME,124,,,,
hiking,p13,S_TIME,124,,,,
hiking,p14,L_TIME,124,,,,
hiking,p14,S_TIME,124,,,,
hiking,p15,L_TIME,22,,,,
hiking,p15,S_TIME,22,,,,
hiking,p16,L_TIME,124,,,,
hiking,p16,S_TIME,124,,,,
hiking,p17,L_TIME,0,,,,
hiking,p17,S_TIME,0,58.1685,57.2508,58.1685,78
hiking,p18,L_TIME,0,,,,
hiking,p18,S_TIME,0,23.0136,21.823,23.0136,88
hiking,p19,L_TIME,0,,,,
hiking,p19,S_TIME,0,318.174,316.388,318.174,97
hiking,p20,L_TIME,0,,,,
hiking,p20,S_TIME,0,70.0197,67.4029,70.0197,114
hiking,p21,L_TIME,0,,,,
hiking,p21,S_TIME,0,1032.73,1029.62,1032.73,130
hiking,p22,L_TIME,0,,,,
hiking,p22,S_TIME,0,68.1659,64.0269,68.1659,155
hiking,p23,L_TIME,0,,,,
hiking,p23,S_TIME,0,197.608,192.164,197.608,145
hiking,p24,L_TIME,124,,,,
hiking,p24,S_TIME,124,,,,
hiking,p25,L_TIME,124,,,,
hiking,p25,S_TIME,124,,,,
hiking,p26,L_TIME,0,,,,
hiking,p26,S_TIME,0,867.628,855.494,867.628,185
hiking,p27,L_TIME,0,,,,
hiking,p27,S_TIME,0,1327.01,1310.75,1327.01,195
hiking,p28,L_TIME,0,,,,
hiking,p28,S_TIME,0,845.306,827.431,845.306,217
hiking,p29,L_TIME,124,,,,
hiking,p29,S_TIME,124,,,,
hiking,p30,L_TIME,0,,,,
hiking,p30,S_TIME,0,1434.77,1411.09,1434.77,239
logistics,p01,L_TIME,0,,,,
logistics,p01,S_TIME,0,0.0559801,0.00202769,0.0559801,8
logistics,p02,L_TIME,0,,,,
logistics,p02,S_TIME,0,0.167694,0.0081365,0.167694,18
logistics,p03,L_TIME,0,,,,
logistics,p03,S_TIME,0,0.365101,0.0183797,0.365101,26
logistics,p04,L_TIME,0,,,,
logistics,p04,S_TIME,0,0.8665,0.0404679,0.8665,34
logistics,p05,L_TIME,0,,,,
logistics,p05,S_TIME,0,1.56609,0.100556,1.56609,47
logistics,p06,L_TIME,0,,,,
logistics,p06,S_TIME,0,3.10521,0.197675,3.10521,54
logistics,p07,L_TIME,0,,,,
logistics,p07,S_TIME,0,3.9911,0.286029,3.9911,64
logistics,p08,L_TIME,0,,,,
logistics,p08,S_TIME,0,6.80091,0.516937,6.80091,75
logistics,p09,L_TIME,0,,,,
logistics,p09,S_TIME,0,9.96242,0.839785,9.96242,86
logistics,p10,L_TIME,0,,,,
logistics,p10,S_TIME,0,14.5623,1.0328,14.5623,94
logistics,p11,L_TIME,0,,,,
logistics,p11,S_TIME,0,20.2921,1.9531,20.2921,106
logistics,p12,L_TIME,20,,,,
logistics,p12,S_TIME,0,26.0978,2.28833,26.0978,112
logistics,p13,L_TIME,20,,,,
logistics,p13,S_TIME,0,38.3099,3.36847,38.3099,124
logistics,p14,L_TIME,20,,,,
logistics,p14,S_TIME,20,,,,
logistics,p15,L_TIME,20,,,,
logistics,p15,S_TIME,20,,,,
logistics,p16,L_TIME,20,,,,
logistics,p16,S_TIME,20,,,,
logistics,p17,L_TIME,20,,,,
logistics,p17,S_TIME,20,,,,
logistics,p18,L_TIME,20,,,,
logistics,p18,S_TIME,20,,,,
logistics,p19,L_TIME,20,,,,
logistics,p19,S_TIME,20,,,,
logistics,p20,L_TIME,20,,,,
logistics,p20,S_TIME,20,,,,
logistics,p21,L_TIME,20,,,,
logistics,p21,S_TIME,20,,,,
logistics,p22,L_TIME,20,,,,
logistics,p22,S_TIME,20,,,,
logistics,p23,L_TIME,20,,,,
logistics,p23,S_TIME,20,,,,
logistics,p24,L_TIME,20,,,,
logistics,p24,S_TIME,20,,,,
logistics,p25,L_TIME,20,,,,
logistics,p25,S_TIME,20,,,,
logistics,p26,L_TIME,20,,,,
logistics,p26,S_TIME,20,,,,
logistics,p27,L_TIME,20,,,,
logistics,p27,S_TIME,20,,,,
logistics,p28,L_TIME,20,,,,
logistics,p28,S_TIME,20,,,,
logistics,p29,L_TIME,20,,,,
logistics,p29,S_TIME,20,,,,
logistics,p30,L_TIME,20,,,,
logistics,p30,S_TIME,20,,,,
miconic,p01,L_TIME,0,,,,
miconic,p01,S_TIME,0,0.00968664,0.00185859,0.00968664,19
miconic,p02,L_TIME,0,,,,
miconic,p02,S_TIME,0,0.0114321,0.00226534,0.0114321,23
miconic,p03,L_TIME,0,,,,
miconic,p03,S_TIME,0,0.0128958,0.00296295,0.0128958,28
miconic,p04,L_TIME,0,,,,
miconic,p04,S_TIME,0,0.0158343,0.0037673,0.0158343,33
miconic,p05,L_TIME,0,,,,
miconic,p05,S_TIME,0,0.0190319,0.00454988,0.0190319,37
miconic,p06,L_TIME,0,,,,
miconic,p06,S_TIME,0,0.0223466,0.00529281,0.0223466,42
miconic,p07,L_TIME,0,,,,
miconic,p07,S_TIME,0,0.0265519,0.00654116,0.0265519,47
miconic,p08,L_TIME,0,,,,
miconic,p08,S_TIME,0,0.0316191,0.00762602,0.0316191,51
miconic,p09,L_TIME,0,,,,
miconic,p09,S_TIME,0,0.03728,0.00921144,0.03728,56
miconic,p10,L_TIME,0,,,,
miconic,p10,S_TIME,0,0.0432489,0.0100868,0.0432489,61
miconic,p11,L_TIME,0,,,,
miconic,p11,S_TIME,0,0.0491206,0.0113541,0.0491206,66
miconic,p12,L_TIME,0,,,,
miconic,p12,S_TIME,0,0.057719,0.0131173,0.057719,70
miconic,p13,L_TIME,0,,,,
miconic,p13,S_TIME,0,0.0651548,0.014713,0.0651548,75
miconic,p14,L_TIME,0,,,,
miconic,p14,S_TIME,0,0.0738548,0.0164072,0.0738548,80
miconic,p15,L_TIME,0,,,,
miconic,p15,S_TIME,0,0.0839394,0.0180507,0.0839394,84
miconic,p16,L_TIME,0,,,,
miconic,p16,S_TIME,0,0.0947664,0.0199756,0.0947664,89
miconic,p17,L_TIME,0,,,,
miconic,p17,S_TIME,0,0.110122,0.0227078,0.110122,94
miconic,p18,L_TIME,0,,,,
miconic,p18,S_TIME,0,0.122127,0.0245457,0.122127,98
miconic,p19,L_TIME,0,,,,
miconic,p19,S_TIME,0,0.136482,0.0277667,0.136482,103
miconic,p20,L_TIME,0,,,,
miconic,p20,S_TIME,0,0.153799,0.0294877,0.153799,108
miconic,p21,L_TIME,0,,,,
miconic,p21,S_TIME,0,0.169509,0.0322648,0.169509,113
miconic,p22,L_TIME,0,,,,
miconic,p22,S_TIME,0,0.183149,0.0343693,0.183149,117
miconic,p23,L_TIME,0,,,,
miconic,p23,S_TIME,0,0.201194,0.0376446,0.201194,122
miconic,p24,L_TIME,0,,,,
miconic,p24,S_TIME,0,0.22458,0.040623,0.22458,127
miconic,p25,L_TIME,0,,,,
miconic,p25,S_TIME,0,0.245773,0.0438948,0.245773,131
miconic,p26,L_TIME,0,,,,
miconic,p26,S_TIME,0,0.270854,0.0472357,0.270854,136
miconic,p27,L_TIME,0,,,,
miconic,p27,S_TIME,0,0.293366,0.0512224,0.293366,141
miconic,p28,L_TIME,0,,,,
miconic,p28,S_TIME,0,0.319111,0.0540121,0.319111,145
miconic,p29,L_TIME,0,,,,
miconic,p29,S_TIME,0,0.347972,0.0575049,0.347972,150
miconic,p30,L_TIME,0,,,,
miconic,p30,S_TIME,0,0.379664,0.0634394,0.379664,155
parking,p01,L_TIME,0,,,,
parking,p01,S_TIME,0,0.314481,0.07168,0.314481,31
parking,p02,L_TIME,0,,,,
parking,p02,S_TIME,0,0.863645,0.414343,0.863645,64
parking,p03,L_TIME,0,,,,
parking,p03,S_TIME,0,0.984456,0.363985,0.984456,67
parking,p04,L_TIME,0,,,,
parking,p04,S_TIME,0,2.17505,1.14242,2.17505,77
parking,p05,L_TIME,0,,,,
parking,p05,S_TIME,0,3.84192,2.46513,3.84192,84
parking,p06,L_TIME,0,,,,
parking,p06,S_TIME,0,4.31612,2.34088,4.31612,85
parking,p07,L_TIME,0,,,,
parking,p07,S_TIME,0,8.66976,5.09049,8.66976,92
parking,p08,L_TIME,0,,,,
parking,p08,S_TIME,0,11.6873,6.64895,11.6873,95
parking,p09,L_TIME,0,,,,
parking,p09,S_TIME,0,43.0902,37.3197,43.0902,126
parking,p10,L_TIME,0,,,,
parking,p10,S_TIME,0,32.6434,25.2301,32.6434,126
parking,p11,L_TIME,0,,,,
parking,p11,S_TIME,0,83.6606,74.7913,83.6606,137
parking,p12,L_TIME,0,,,,
parking,p12,S_TIME,0,73.2149,59.2255,73.2149,133
parking,p13,L_TIME,0,,,,
parking,p13,S_TIME,0,76.2593,60.7149,76.2593,139
parking,p14,L_TIME,0,,,,
parking,p14,S_TIME,0,195.885,174.024,195.885,159
parking,p15,L_TIME,0,,,,
parking,p15,S_TIME,0,215.041,190.818,215.041,167
parking,p16,L_TIME,0,,,,
parking,p16,S_TIME,0,246.064,215.422,246.064,165
parking,p17,L_TIME,0,,,,
parking,p17,S_TIME,0,510.055,473.708,510.055,188
parking,p18,L_TIME,0,,,,
parking,p18,S_TIME,0,476.123,435.909,476.123,190
parking,p19,L_TIME,0,,,,
parking,p19,S_TIME,0,813.426,756.688,813.426,207
parking,p20,L_TIME,0,,,,
parking,p20,S_TIME,0,1165.38,1101.41,1165.38,209
parking,p21,L_TIME,0,,,,
parking,p21,S_TIME,0,995.122,925.786,995.122,223
parking,p22,L_TIME,124,,,,
parking,p22,S_TIME,124,,,,
parking,p23,L_TIME,124,,,,
parking,p23,S_TIME,124,,,,
parking,p24,L_TIME,124,,,,
parking,p24,S_TIME,124,,,,
parking,p25,L_TIME,124,,,,
parking,p25,S_TIME,124,,,,
parking,p26,L_TIME,20,,,,
parking,p26,S_TIME,20,,,,
parking,p27,L_TIME,20,,,,
parking,p27,S_TIME,20,,,,
parking,p28,L_TIME,20,,,,
parking,p28,S_TIME,20,,,,
parking,p29,L_TIME,20,,,,
parking,p29,S_TIME,20,,,,
parking,p30,L_TIME,20,,,,
parking,p30,S_TIME,20,,,,
rovers,p01,L_TIME,0,,,,
rovers,p01,S_TIME,0,0.0121201,0.0024121,0.0121201,30
rovers,p02,L_TIME,0,,,,
rovers,p02,S_TIME,0,0.0137765,0.00376559,0.0137765,42
rovers,p03,L_TIME,0,,,,
rovers,p03,S_TIME,0,0.0165389,0.00479807,0.0165389,43
rovers,p04,L_TIME,0,,,,
rovers,p04,S_TIME,0,0.0178787,0.00469733,0.0178787,45
rovers,p05,L_TIME,0,,,,
rovers,p05,S_TIME,0,0.0200857,0.00609477,0.0200857,50
rovers,p06,L_TIME,0,,,,
rovers,p06,S_TIME,0,0.020115,0.00507535,0.020115,47
rovers,p07,L_TIME,0,,,,
rovers,p07,S_TIME,0,0.0126511,0.00271958,0.0126511,32
rovers,p08,L_TIME,0,,,,
rovers,p08,S_TIME,0,0.016254,0.00410722,0.016254,41
rovers,p09,L_TIME,0,,,,
rovers,p09,S_TIME,0,0.0153014,0.00107797,0.0153014,10
rovers,p10,L_TIME,0,,,,
rovers,p10,S_TIME,0,0.0169818,0.0047514,0.0169818,48
rovers,p11,L_TIME,0,,,,
rovers,p11,S_TIME,0,0.0320831,0.0117179,0.0320831,83
rovers,p12,L_TIME,0,,,,
rovers,p12,S_TIME,0,0.0279332,0.0128595,0.0279332,74
rovers,p13,L_TIME,0,,,,
rovers,p13,S_TIME,0,0.0290019,0.0144213,0.0290019,101
rovers,p14,L_TIME,0,,,,
rovers,p14,S_TIME,0,0.057284,0.0392264,0.057284,139
rovers,p15,L_TIME,0,,,,
rovers,p15,S_TIME,0,0.0878162,0.0620737,0.0878162,144
rovers,p16,L_TIME,0,,,,
rovers,p16,S_TIME,0,0.122059,0.0936925,0.122059,182
rovers,p17,L_TIME,0,,,,
rovers,p17,S_TIME,0,0.106754,0.0779895,0.106754,190
rovers,p18,L_TIME,0,,,,
rovers,p18,S_TIME,0,0.515103,0.0919023,0.515103,160
rovers,p19,L_TIME,0,,,,
rovers,p19,S_TIME,0,0.800363,0.102914,0.800363,158
rovers,p20,L_TIME,0,,,,
rovers,p20,S_TIME,0,0.728685,0.0700743,0.728685,150
rovers,p21,L_TIME,0,,,,
rovers,p21,S_TIME,0,0.833532,0.107893,0.833532,163
rovers,p22,L_TIME,0,,,,
rovers,p22,S_TIME,0,0.666754,0.0944797,0.666754,123
rovers,p23,L_TIME,0,,,,
rovers,p23,S_TIME,0,1.40593,0.197083,1.40593,216
rovers,p24,L_TIME,0,,,,
rovers,p24,S_TIME,0,1.15206,0.127858,1.15206,148
rovers,p25,L_TIME,0,,,,
rovers,p25,S_TIME,0,0.05589,0.0344357,0.05589,91
rovers,p26,L_TIME,0,,,,
rovers,p26,S_TIME,0,0.0848844,0.0560412,0.0848844,93
rovers,p27,L_TIME,0,,,,
rovers,p27,S_TIME,0,0.0745399,0.0374166,0.0745399,121
rovers,p28,L_TIME,0,,,,
rovers,p28,S_TIME,0,0.062271,0.026504,0.062271,98
rovers,p29,L_TIME,0,,,,
rovers,p29,S_TIME,0,0.0203929,0.00211586,0.0203929,20
rovers,p30,L_TIME,0,,,,
rovers,p30,S_TIME,0,0.0687612,0.0267858,0.0687612,90
satellite,p01,L_TIME,0,,,,
satellite,p01,S_TIME,0,0.0112942,0.00147733,0.0112942,15
satellite,p02,L_TIME,0,,,,
satellite,p02,S_TIME,0,0.0217298,0.00162686,0.0217298,14
satellite,p03,L_TIME,0,,,,
satellite,p03,S_TIME,0,0.0522362,0.00357779,0.0522362,18
satellite,p04,L_TIME,0,,,,
satellite,p04,S_TIME,0,0.142948,0.030195,0.142948,26
satellite,p05,L_TIME,0,,,,
satellite,p05,S_TIME,0,0.264252,0.0190717,0.264252,32
satellite,p06,L_TIME,0,,,,
satellite,p06,S_TIME,0,0.43286,0.0354917,0.43286,36
satellite,p07,L_TIME,0,,,,
satellite,p07,S_TIME,0,0.678903,0.0386456,0.678903,36
satellite,p08,L_TIME,0,,,,
satellite,p08,S_TIME,0,1.23338,0.0908444,1.23338,46
satellite,p09,L_TIME,0,,,,
satellite,p09,S_TIME,0,2.09337,0.270455,2.09337,56
satellite,p10,L_TIME,0,,,,
satellite,p10,S_TIME,0,2.97905,0.465635,2.97905,52
satellite,p11,L_TIME,0,,,,
satellite,p11,S_TIME,0,7.92319,3.91603,7.92319,81
satellite,p12,L_TIME,0,,,,
satellite,p12,S_TIME,0,5.00448,0.470029,5.00448,62
satellite,p13,L_TIME,0,,,,
satellite,p13,S_TIME,0,5.9019,0.660779,5.9019,63
satellite,p14,L_TIME,0,,,,
satellite,p14,S_TIME,0,8.04515,0.910126,8.04515,68
satellite,p15,L_TIME,0,,,,
satellite,p15,S_TIME,0,21.0437,11.0508,21.0437,104
satellite,p16,L_TIME,0,,,,
satellite,p16,S_TIME,0,13.8062,1.9717,13.8062,81
satellite,p17,L_TIME,0,,,,
satellite,p17,S_TIME,0,18.5523,4.35115,18.5523,94
satellite,p18,L_TIME,0,,,,
satellite,p18,S_TIME,0,19.4166,2.34364,19.4166,89
satellite,p19,L_TIME,20,,,,
satellite,p19,S_TIME,20,,,,
satellite,p20,L_TIME,20,,,,
satellite,p20,S_TIME,20,,,,
satellite,p21,L_TIME,20,,,,
satellite,p21,S_TIME,20,,,,
satellite,p22,L_TIME,20,,,,
satellite,p22,S_TIME,20,,,,
satellite,p23,L_TIME,20,,,,
satellite,p23,S_TIME,20,,,,
satellite,p24,L_TIME,20,,,,
satellite,p24,S_TIME,20,,,,
satellite,p25,L_TIME,20,,,,
satellite,p25,S_TIME,20,,,,
satellite,p26,L_TIME,20,,,,
satellite,p26,S_TIME,20,,,,
satellite,p27,L_TIME,20,,,,
satellite,p27,S_TIME,20,,,,
satellite,p28,L_TIME,20,,,,
satellite,p28,S_TIME,20,,,,
satellite,p29,L_TIME,20,,,,
satellite,p29,S_TIME,20,,,,
satellite,p30,L_TIME,20,,,,
satellite,p30,S_TIME,20,,,,
scanalyzer,p01,L_TIME,0,,,,
scanalyzer,p01,S_TIME,0,0.018435,0.000859642,0.018435,8
scanalyzer,p02,L_TIME,0,,,,
scanalyzer,p02,S_TIME,0,0.0351233,0.00124918,0.0351233,10
scanalyzer,p03,L_TIME,0,,,,
scanalyzer,p03,S_TIME,0,0.0683402,0.00199105,0.0683402,12
scanalyzer,p04,L_TIME,0,,,,
scanalyzer,p04,S_TIME,0,0.125111,0.00318718,0.125111,14
scanalyzer,p05,L_TIME,0,,,,
scanalyzer,p05,S_TIME,0,0.220976,0.0050051,0.220976,16
scanalyzer,p06,L_TIME,0,,,,
scanalyzer,p06,S_TIME,0,0.383221,0.00817874,0.383221,18
scanalyzer,p07,L_TIME,0,,,,
scanalyzer,p07,S_TIME,0,0.723345,0.0126182,0.723345,20
scanalyzer,p08,L_TIME,0,,,,
scanalyzer,p08,S_TIME,0,1.07944,0.0210569,1.07944,22
scanalyzer,p09,L_TIME,0,,,,
scanalyzer,p09,S_TIME,0,1.97997,0.0731473,1.97997,24
scanalyzer,p10,L_TIME,0,,,,
scanalyzer,p10,S_TIME,0,2.6433,0.11411,2.6433,26
scanalyzer,p11,L_TIME,0,,,,
scanalyzer,p11,S_TIME,0,3.85853,0.181196,3.85853,28
scanalyzer,p12,L_TIME,0,,,,
scanalyzer,p12,S_TIME,0,4.53885,0.162705,4.53885,30
scanalyzer,p13,L_TIME,0,,,,
scanalyzer,p13,S_TIME,0,6.79089,0.237225,6.79089,32
scanalyzer,p14,L_TIME,0,,,,
scanalyzer,p14,S_TIME,0,8.34167,0.315256,8.34167,34
scanalyzer,p15,L_TIME,0,,,,
scanalyzer,p15,S_TIME,0,10.5141,0.384044,10.5141,36
scanalyzer,p16,L_TIME,0,,,,
scanalyzer,p16,S_TIME,0,13.852,0.579567,13.852,38
scanalyzer,p17,L_TIME,0,,,,
scanalyzer,p17,S_TIME,0,17.8126,0.740746,17.8126,40
scanalyzer,p18,L_TIME,0,,,,
scanalyzer,p18,S_TIME,0,19.4541,0.902026,19.4541,42
scanalyzer,p19,L_TIME,0,,,,
scanalyzer,p19,S_TIME,0,26.7148,1.25909,26.7148,44
scanalyzer,p20,L_TIME,20,,,,
scanalyzer,p20,S_TIME,20,,,,
scanalyzer,p21,L_TIME,20,,,,
scanalyzer,p21,S_TIME,20,,,,
scanalyzer,p22,L_TIME,20,,,,
scanalyzer,p22,S_TIME,20,,,,
scanalyzer,p23,L_TIME,20,,,,
scanalyzer,p23,S_TIME,20,,,,
scanalyzer,p24,L_TIME,20,,,,
scanalyzer,p24,S_TIME,20,,,,
scanalyzer,p25,L_TIME,20,,,,
scanalyzer,p25,S_TIME,20,,,,
scanalyzer,p26,L_TIME,20,,,,
scanalyzer,p26,S_TIME,20,,,,
scanalyzer,p27,L_TIME,20,,,,
scanalyzer,p27,S_TIME,20,,,,
scanalyzer,p28,L_TIME,20,,,,
scanalyzer,p28,S_TIME,20,,,,
scanalyzer,p29,L_TIME,20,,,,
scanalyzer,p29,S_TIME,20,,,,
scanalyzer,p30,L_TIME,20,,,,
scanalyzer,p30,S_TIME,20,,,,
woodworking,p01,L_TIME,0,,,,
woodworking,p01,S_TIME,0,0.0128129,0.000556123,0.0128129,5
woodworking,p02,L_TIME,0,,,,
woodworking,p02,S_TIME,0,0.520628,0.373608,0.520628,27
woodworking,p03,L_TIME,0,,,,
woodworking,p03,S_TIME,0,2.08536,1.65026,2.08536,51
woodworking,p04,L_TIME,0,,,,
woodworking,p04,S_TIME,0,12.556,10.8724,12.556,71
woodworking,p05,L_TIME,0,,,,
woodworking,p05,S_TIME,0,23.5164,18.7449,23.5164,88
woodworking,p06,L_TIME,0,,,,
woodworking,p06,S_TIME,0,27.8137,22.8247,27.8137,116
woodworking,p07,L_TIME,0,,,,
woodworking,p07,S_TIME,0,48.2573,42.0807,48.2573,127
woodworking,p08,L_TIME,0,,,,
woodworking,p08,S_TIME,0,252.431,240.429,252.431,177
woodworking,p09,L_TIME,0,,,,
woodworking,p09,S_TIME,0,478.194,463.202,478.194,183
woodworking,p10,L_TIME,22,,,,
woodworking,p10,S_TIME,22,,,,
woodworking,p11,L_TIME,0,,,,
woodworking,p11,S_TIME,0,1212.71,1182.4,1212.71,201
woodworking,p12,L_TIME,22,,,,
woodworking,p12,S_TIME,22,,,,
woodworking,p13,L_TIME,22,,,,
woodworking,p13,S_TIME,22,,,,
woodworking,p14,L_TIME,22,,,,
woodworking,p14,S_TIME,22,,,,
woodworking,p15,L_TIME,22,,,,
woodworking,p15,S_TIME,22,,,,
woodworking,p16,L_TIME,22,,,,
woodworking,p16,S_TIME,22,,,,
woodworking,p17,L_TIME,22,,,,
woodworking,p17,S_TIME,22,,,,
woodworking,p18,L_TIME,22,,,,
woodworking,p18,S_TIME,22,,,,
woodworking,p19,L_TIME,22,,,,
woodworking,p19,S_TIME,22,,,,
woodworking,p20,L_TIME,124,,,,
woodworking,p20,S_TIME,124,,,,
woodworking,p21,L_TIME,22,,,,
woodworking,p21,S_TIME,22,,,,
woodworking,p22,L_TIME,124,,,,
woodworking,p22,S_TIME,124,,,,
woodworking,p23,L_TIME,22,,,,
woodworking,p23,S_TIME,22,,,,
woodworking,p24,L_TIME,22,,,,
woodworking,p24,S_TIME,22,,,,
woodworking,p25,L_TIME,22,,,,
woodworking,p25,S_TIME,22,,,,
woodworking,p26,L_TIME,22,,,,
woodworking,p26,S_TIME,22,,,,
woodworking,p27,L_TIME,22,,,,
woodworking,p27,S_TIME,22,,,,
woodworking,p28,L_TIME,22,,,,
woodworking,p28,S_TIME,22,,,,
woodworking,p29,L_TIME,22,,,,
woodworking,p29,S_TIME,22,,,,
woodworking,p30,L_TIME,22,,,,
woodworking,p30,S_TIME,22,,,,
